Respondent ID,Time_in_Minutes,Q1_LA_Cnty,Q2_Follow_Sports,Q3_Three_Words_1,Q3_Three_Words_2,Q3_Three_Words_3,Q4_2024_2028,Q5_Withdrawn_Bids,Q6_Over_Budget,Q7_Overruns,Q8_Rising_Rent,Q9_Displacement,Q10_NSSE,Q11_Rank_1,Q11_Rank_2,Q11_Rank_3,Q11_Rank_4,Q11_Rank_5,Q12_Institutions_City_Council,Q12_Institutions_Trump,Q12_Institutions_USOC,Q12_Institutions_IOC,Q12_Institutions_LA2028,Q13_Impact_LA,Q14_Impact_Your_Life,Q15_Impact_Change,Q16_Supportive,Age,Gender,HH_Income,Bad_Response_Flag
10223757824,18.52,2,1,hockey,Ice skating,gymnastics,1,2,1,2,1,2,1,5,4,1,3,2,3,5,5,4,4,"Looking at the '84 games should be a good way to judge.  Also, the games in SLC might be a good example.",3,3,4,5,2,11,0
10223763906,6.57,2,1,Winter,Wrestling,Boring,1,2,4,2,5,3,1,5,1,2,3,4,3,2,2,2,3,Rising debt and crime,3,2,2,2,1,5,0
10223764954,2.07,1,3,Nada,N,,1,1,1,2,,1,1,1,2,3,4,5,0,0,0,0,0,No,5,,,,,,1
10223768017,5.27,2,2,Spectacle,Expensive,Track & Field,1,2,5,3,4,1,1,1,4,2,5,3,3,2,4,4,3,Spectacle and hype but not a lot of impact tbh be sure it has had Olympics before and it has a very large sports infrastructure already. LA is big enough to absorb most costs from things like this.,2,4,3,3,1,5,0
10223770082,2.93,2,5,Exciting,Determination,Great,2,1,3,1,,2,3,1,2,3,4,5,3,3,3,3,3,Good,3,,3,2,1,8,0
10223772742,5.32,2,1,Opening ceremonies, Olympic swimmers, Gymnastics,2,1,3,2,4,3,3,1,2,3,5,4,4,3,4,3,4,I think in the short term it’ll bring money to businesses are regarding hotels restaurants and other connectors tree type things in the area in the long run it could cause problems with housing mean more expensive and people who actually live in the area not being after afford to live there,3,2,3,4,2,6,0
10223781981,1.95,1,2,Passion,Effortt,Struggle,3,2,3,1,4,3,4,1,2,3,4,5,4,4,2,0,3,N/A,3,4,,,,,0
10223789697,5.85,2,3,Usa,Basketball,Boxing,1,2,4,2,4,5,4,5,1,2,3,4,2,2,3,3,3,It will hurt the city then hurt California because of the money it will cost to host.,3,2,2,4,1,5,0
10223792044,3.33,2,4,Greece,Flame,Marathon,1,2,1,2,1,1,1,5,4,1,3,2,0,1,3,3,3,No idea.,3,3,3,5,1,4,0
10223797804,7.75,1,1,Competition ,Teams,Gymnastics,1,2,5,2,5,5,5,5,2,4,1,3,1,1,3,2,2,Based on the facts given to me it would mean spending money that the CITY and the PEOPLE don't have. That would put a lot people's lives and habitats in risk of being lost. If this were to be done stay in budget. Cut some costs don't make others have to pay the consequences for something that they are not responsible for. ,1,1,1,2,2,2,0
10223801360,10.77,2,2,none,,,1,2,1,2,1,5,4,5,4,2,1,3,2,3,3,3,3,no comment,3,3,3,5,1,3,0
10223807827,2.58,1,2,Running ,Swimming ,Weightlifting. ,4,1,2,1,1,2,2,1,2,3,4,5,3,3,3,3,2,More tourist will come after the olympics ,3,2,2,2,1,3,0
10223814282,4.02,2,1,Summer,Winter,Gymnastics ,1,2,3,2,2,1,2,5,1,2,3,4,0,0,0,0,0,I don’t know.,3,3,4,5,2,3,0
10223816602,7.6,2,1,Medals,Travel,Excitment,1,2,1,2,3,3,1,5,1,2,4,3,3,4,3,3,3,Before the Olympics it will help businesses to improve after the Olympics what about the trash and everything that everybody leaves behind who will take care of that,2,3,3,4,2,4,0
10223818768,3.63,1,3,Competitive ,Hard work,Teamwork,3,2,3,1,2,4,3,1,2,3,4,5,3,3,2,2,4,Unsure ,2,2,3,2,2,11,0
10223824258,1.97,1,5,Play,,,5,1,5,1,5,5,5,1,2,3,4,5,1,4,1,1,1,Good,5,5,5,3,1,4,0
10223835993,2.1,2,1,Sports,Swimming,Fun,1,2,2,2,1,2,3,1,2,3,4,5,0,0,1,1,0,Nothin,1,1,1,2,2,11,0
10223841993,5.75,2,2,Sports,International,Medals,1,1,3,1,4,4,3,5,2,4,1,3,0,0,0,0,0,,3,3,4,5,2,10,0
10223845210,7.77,1,2,Athletic,Fun,Persistence,2,2,3,2,5,5,3,5,1,2,3,4,3,2,3,3,2,No overages before,1,4,1,2,2,2,0
10223849334,1.93,2,3,no,no,no,3,2,3,2,3,3,3,1,2,3,4,5,3,3,3,3,3,niom,3,3,3,2,1,11,1
10223851127,5.07,2,1,Sydney,Australia,Terry Schroeder,2,3,1,3,5,5,5,2,4,3,1,5,,1,3,3,3,Make it more sporty,3,3,4,4,1,11,0
10223856818,5.9,2,2,International,Gymnastics ,Swimming ,1,2,3,2,3,5,2,5,1,3,2,4,3,2,2,2,2,I think the Olympics will displace people before the actual event and cause people to pay tax s afterwards.,3,2,2,2,2,4,0
10223862995,9.83,2,1,Competitive ,Swimming ,Running ,1,2,1,2,5,5,5,4,3,1,2,5,3,3,3,3,3,Your guess is as good as mine,2,3,3,2,1,11,0
10223865851,0.12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10223866673,26.87,1,1,Talent,Technique,Competition ,1,1,2,1,3,4,1,5,1,3,2,4,4,1,4,4,5,Improved transportation and its infrastructure. Buildings and areas will be renovated and or newly constructed. Cause a change in population demographic with a further improved (inter)national image of L.A. attracting more upscale businesses and residents.   ,3,3,4,5,1,11,0
10223877907,3.95,2,1,Tv,Liberal shiw,,1,3,1,2,1,1,1,1,2,3,4,5,1,5,3,3,1,Zero,1,1,1,4,1,10,0
10223887428,3.27,1,4,Deportes,Diversion ,,4,1,4,1,4,4,4,1,2,4,3,5,5,1,5,5,5,Para unir alas personas ,4,4,5,2,2,3,0
10223891509,1.95,1,4,Hi there ,ya know ,I just ,4,2,3,1,3,3,4,1,3,5,4,2,3,2,2,5,3,Hi I am on the in ,5,2,4,3,1,10,1
10223893927,4.43,2,4,Rings,Track,Countries,2,2,1,2,1,3,3,2,1,4,3,5,3,1,3,3,4,It will bring more money to the City,3,4,5,3,1,6,0
10223896436,13,2,2,international,gathering,sports,1,2,3,2,2,3,4,4,2,3,1,5,3,1,3,4,4,"Increase in tourism, businesses will benefit from it (restaurants, shops, hotels), it will get busier and more polluted, cost of living will go up",3,2,3,4,2,11,0
10223902675,1.08,1,2,divertido,soccer,skate,3,1,3,1,4,1,4,,,,,,,,,,,,,,,,,,0
10223904244,6.2,2,2,world wide,good will,educational,3,2,5,2,4,2,1,4,1,2,5,3,2,5,5,5,4,after there will be new buildings and housing available,3,3,1,5,2,4,0
10223911651,5.45,2,3,sports,medal,Olympic anthem,3,1,4,2,3,3,1,5,2,3,4,1,3,1,3,3,3,,4,3,4,5,1,3,0
10223918169,3.73,2,3,Fast,Athletic,Medals,1,2,1,2,2,4,2,4,2,3,1,5,,5,3,3,2,Deth,3,4,4,2,1,11,0
10223920368,5.03,1,2,Hardworking,Celebration,Excellence,2,2,2,1,2,2,2,5,3,1,2,4,3,2,3,3,3,Not sure,2,2,2,3,2,10,0
10223921633,5.38,2,1,international,quality,competition,1,2,1,1,2,2,3,5,2,3,1,4,3,1,3,3,3,Potential to bring income to the city from tourism. Creates jobs through development of sites.,3,4,4,5,2,4,0
10223928223,19.95,2,1,competition ,international ,interesting ,1,2,5,2,4,1,1,5,1,2,4,3,1,5,3,1,3,"Cost overrun, traffic congestion, LAX problems, delayed construction Projects, tax increases, parking issues, over taxed public transportation ",1,1,1,5,1,11,0
10223934128,4.05,2,3,Sports,Games,Athletes,3,1,3,2,4,3,3,3,2,4,1,5,3,3,3,5,4,Na,4,5,3,2,2,3,0
10223955742,11.93,2,4,global,michael phelps,africa,1,2,3,2,4,5,3,1,4,3,2,5,3,2,4,4,4,sounds like it's pretty rough to hold the Olympics damn,3,2,2,2,2,4,0
10223956719,7.22,2,2,USA,Athletic,Gold medal,1,2,2,3,1,2,1,5,2,3,1,4,4,1,4,4,4,,,,,,,,0
10223959942,4.93,2,1,athletes,,,1,3,4,2,5,5,4,5,3,2,1,4,3,1,1,1,1,NEGATIVE !,3,1,1,5,2,3,0
10223961824,1205.07,2,2,America,Rose bowel,Gold,1,2,5,2,5,5,1,4,3,2,1,5,3,3,3,3,3,"Terrorist threats, more congestion and traffic to the area. Money and greed for it will supersede the real importance of the meaning of the event, blue collar workers will suffer not to mention how even more poorly our homeless will be treated.  It will be ashame for other countries to see what America as lowered itself to. Very sad. We can’t even take care of our own because of greed. ",3,1,1,4,2,3,0
10223962566,0.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10223962899,4.78,1,3,Figure skating,Track,Race,3,3,3,2,5,5,4,5,2,3,1,4,2,1,2,2,2,Taxpayers money going to waste,2,2,2,3,1,5,0
10223963069,4.77,2,3,Sports,Athletes,Fitness,2,3,2,2,2,4,4,1,5,2,4,,2,1,2,2,2,It’s going to be a mess I won’t be able to travel their ,1,2,1,2,2,2,0
10223967777,0.28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10223969833,4.77,1,1,Dont like,,,1,3,1,3,1,1,1,3,2,1,4,,0,0,0,0,0,,1,1,5,4,2,2,0
10223973736,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10223974929,10,1,3,Gymnastics ,Swimming ,Location ,2,2,4,2,4,4,3,5,2,4,1,3,3,3,3,3,3,"Increase in Income, traffic, and crime ",4,3,2,3,2,5,0
10223978196,4.72,2,4,Challenge,Honor,International,3,2,3,1,3,1,1,5,1,2,3,4,3,2,3,3,3,"They held the Olympics before so I think they can handle it. There will be a LOT of people, and I can see jobs increasing in the time coming up to the Olympics but also housing costs rise",3,4,5,3,2,6,0
10223979060,53.67,2,2,Gymnastics,Medals,Competition,3,2,1,2,2,2,2,3,2,4,1,5,4,1,4,4,4,Riots,3,3,2,3,2,3,0
10223980760,5.67,1,2,Gymnastics ,Swimming ,Running,1,2,1,2,1,2,2,5,1,3,4,2,3,3,3,3,3,Debt ,2,3,3,2,2,4,0
10223991701,3.77,2,1,winter,swimming,elite,1,2,1,2,,,,,,,,,,,,,,,,,,,,,0
10223994308,29.37,1,1,Gold,USA,Athletic,1,1,1,2,5,3,1,5,3,1,2,4,3,3,3,3,3,Rent costs will rise,4,3,4,3,1,5,0
10223994792,2.25,2,4,Nations,Medals,Gold,3,2,3,2,4,5,4,,,,,,,,,,,,,,,,,,0
10223996895,23.17,1,2,sports,busyness,advertisement,1,2,1,2,5,4,4,4,3,1,2,,3,3,3,3,3,"too much construction, lot's of traffic and many people.  ",2,2,3,4,1,3,0
10223997789,10.23,1,3,Winning,Gold,World,4,2,3,1,3,3,1,4,1,2,3,5,4,3,4,5,4,Influx of visitors but we will have to clean up the mess,2,2,4,2,2,3,0
10224003696,3.63,2,1,eyeroll,again?,whatever,1,2,1,2,1,1,1,5,3,2,1,4,,,,,,,,,,,,,0
10224007426,7.3,2,1,Stunning,Amazing,Must watch,2,2,3,2,1,3,3,5,1,2,4,3,2,2,4,4,4,"Traffic, traffic, traffic and housing",3,3,3,5,2,4,0
10224009809,8.07,2,1,Long,Young,Fun,1,2,2,3,2,2,3,5,3,1,2,4,3,2,3,3,3,Costly and traffic nightmare.,3,3,3,5,2,5,0
10224010273,23.15,2,4,USA,Competition,World,1,2,1,2,5,5,1,5,2,3,1,4,3,1,3,3,3,,2,1,1,4,2,10,0
10224017305,10.33,2,4,worldgames,international,4years,3,2,3,2,2,1,3,5,3,4,2,1,,1,3,4,3,favorable to some and unfavorable to many,3,3,4,5,1,4,0
10224024440,4.92,2,3,Amateur,elite,legacy,4,3,2,2,3,4,1,5,4,1,3,2,3,2,2,3,3,"Positive, due to cash influx of attendees/athletes.",3,3,4,4,1,6,0
10224025516,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224026560,5.23,2,1,boring,global,violent,1,2,1,3,1,3,3,5,2,1,3,4,3,1,3,2,3,I imagine tourism will increase and employment will increase,3,3,3,4,2,4,0
10224027743,6.62,1,3,pride,humility,achievement,1,2,5,2,5,5,5,5,3,1,2,4,3,1,3,3,3,"Traffic and pollution worse than it already is due to infracstructure repairs (necessary though w or w/o Olympics). Increase in displaced homeless people AND animals (homeless cat situation in LA is among the nation's worst, city should actively work with TNR groups to control)",2,2,2,3,2,6,0
10224029861,4.27,2,5,Steroids ,Scandal ,Corruption ,3,1,5,2,1,4,1,5,1,2,3,4,1,1,1,1,1,The Olympic Games have exclusively a negative result for the host city. ,2,2,1,3,1,6,0
10224031071,11.55,2,2,Patriotism ,Athlete,Swimming,2,1,5,1,3,1,2,3,2,1,5,4,3,2,3,3,3,Tourism will increase. Crime may go up as well. The committee will have to ensure any new structures are repurposed appropriately after the games. ,3,3,4,3,2,6,0
10224033770,14.17,2,1,Sports,Champion,Skiing,2,2,1,2,3,4,2,3,1,4,2,5,2,1,3,3,4,Unsure.,3,1,2,2,2,4,0
10224038270,2.37,1,2,ok,i, watch,1,2,2,1,1,2,1,1,2,3,4,5,4,1,2,1,3,nice,3,3,3,4,1,7,0
10224054388,3.87,2,3,Wrestling,Skiing,Skating,1,1,3,2,1,1,3,5,3,1,4,2,1,4,3,3,3,A huge loss of money for the city and State,2,2,2,3,1,8,0
10224056199,6.98,2,3,Training,Excellence,Gold,1,2,4,2,4,4,2,5,1,2,3,4,3,1,3,3,3,There will be jobs created to update or build Olympic facilities before the games.  After the games the facilities can be used for other events. Can be very positive for the LA,3,3,4,5,1,8,0
10224061349,19.2,2,4,Gold medal,Usa,Korea ,1,2,1,2,1,1,1,5,4,1,2,3,0,4,3,3,3,None ,3,3,3,4,1,5,0
10224067617,3.17,1,2,Gj,Bk,Nl,3,2,3,3,3,3,3,3,2,1,4,5,1,1,2,2,5,H,2,2,1,2,1,11,1
10224069265,9.38,2,1,Skating,Diving,Swimming,1,2,3,2,5,5,1,3,2,1,4,5,3,2,5,5,5,Congestion in an already congested city,3,3,1,5,2,11,0
10224075567,8.22,2,3,Competition ,Rivalry ,Games,2,3,4,1,3,3,3,5,4,1,2,3,3,1,2,2,3,Good publicity but a mess afterward.,3,4,2,5,1,9,0
10224075603,13.58,1,3,Sports,Competition,Awards,3,1,1,3,2,2,3,4,1,3,2,5,,,,,,,,,,,,,0
10224078405,6.43,2,2,Squaw Valley,1980 USA withdrawl,1972 Munich,1,2,4,2,4,4,4,5,1,2,3,4,,1,2,3,3,Traffic jams; burden on those using public transit; possible terrorists ,2,2,2,5,1,7,0
10224080151,6.55,1,4,athletes,games,exercise,5,1,4,1,4,4,4,3,1,2,4,5,5,4,3,4,5,big impact for tourism,4,5,4,3,2,5,0
10224080900,9.07,2,1,Sports,Athlete,Competition,1,2,3,2,5,3,2,,,,,,,,,,,,,,,,,,0
10224082532,2.75,1,4,proud,excited,happy,2,2,3,2,2,3,3,,,,3,2,,,,,,,,,,,,,0
10224084177,5.58,1,3,International ,Gymnastics ,Curling,2,2,4,2,5,5,5,5,2,1,3,4,3,1,2,2,3,I think it will make traffic worse than it already is and will cause financial stress for the people who can afford it the least ,2,1,1,2,2,1,0
10224086634,12.32,2,3,Phelps,Running,Sports,2,2,3,2,4,2,3,3,1,2,4,5,0,3,3,4,2,Choes,3,3,3,2,1,2,0
10224087258,36.88,2,1,futbol,natacion,gimnasia,1,2,,,,,,,,,,,,,,,,,,,,,,,0
10224096542,10.42,2,5,Exciting ,Competitions ,Friendships ,3,3,1,2,1,3,1,1,2,3,4,5,3,3,4,3,3,None ,3,3,4,5,2,10,0
10224096569,5.73,1,4,pagentry,competition,excitement,4,1,1,1,1,1,1,5,1,2,4,3,2,1,5,5,0,Millions of income dollars will be received by merchants and hotels/restaurants,4,4,5,5,1,10,0
10224102511,13.98,2,2,Sports,Athletes,Games,2,2,1,2,2,2,2,5,2,3,4,1,5,1,5,5,5,More tourism ,4,4,4,2,2,5,0
10224104964,4.03,1,4,World,Athletics,Patriotic,3,1,4,2,4,2,3,1,2,3,4,5,5,1,4,4,5,A lot more traffic congestion,3,3,3,3,1,7,0
10224106974,8.97,2,1,Team,Coaches,Medals,1,2,2,1,4,2,1,5,2,1,3,4,3,3,3,3,3,"I think that there will be both negative and positive impacts on LA and CA. LA will will see an increase in jobs, increase in traffic, increase in revenue to the state right before, during and after in the hospitality industry, increase in public transit etc.",3,3,4,3,2,6,0
10224109033,1.55,1,1,Coll,Shas,Lolko,1,2,5,3,5,3,1,2,1,3,4,5,1,1,4,4,5,Not good,1,1,1,2,1,3,0
10224109353,11.45,2,2,Track,Swimming,Gymnastics ,1,2,2,3,2,2,1,5,1,4,2,3,5,2,4,4,5,Little lasting impact.  It will provide a bit of surge to economy during the Olympics. ,3,3,4,5,1,5,0
10224114017,5.18,2,1,interesting,inspiring,winning,1,2,1,2,1,1,4,5,1,3,2,4,3,1,3,2,3,,,,,,,,0
10224114257,31.72,1,1,Fun,Entertaining,Exciting,1,2,4,1,2,4,3,5,1,2,4,3,3,1,3,3,3,I would hope that the tourism brought in from the games would offset the cost. I'd also really like the games to be here so that the city in general gets a makeover just to cover up how terrible the road design and layout is.,4,3,4,2,1,3,0
10224119860,3.4,2,5,faster,higher,better,3,1,4,1,4,2,1,5,1,2,4,3,4,4,4,3,4,international recognition,4,3,5,5,1,4,0
10224121366,7.5,2,1,The opening ceremony ,Ice skating ,Gold medals ,1,2,4,2,4,4,1,4,1,3,2,5,3,1,3,3,3,"Initially, people traveling to watch the games will help our economy. But the long-term effects of it will be negative. ",,4,3,3,2,11,0
10224123325,3.65,2,5,America,Swimming,Gymnastics,1,2,1,2,5,5,3,5,2,1,3,4,3,4,3,3,3,I don't know,3,2,2,2,1,5,0
10224123377,5.45,1,5,Unity,Competition,Exciting,5,1,2,2,3,2,1,5,1,2,3,4,4,4,4,4,4,Before I think it will create a lot of jobs to ensure the city is ready to host the games. Afterwards I think a lot of people with be laid off from jobs as well as others becoming displaced from their homes due to rising tax rates as well as housing prices,4,3,5,2,1,4,0
10224125409,8.6,1,1,winter,summer,para,1,2,1,2,3,3,2,1,3,4,2,5,3,1,3,3,3,Rising taxes,2,2,2,2,2,3,0
10224125551,10.77,1,3,Friendship,Understanding,Comptition,2,2,3,2,3,2,4,4,1,2,5,3,3,1,4,3,3,Favorable,3,3,3,5,1,7,0
10224127314,5.85,2,1,International,Competition,Sporting events,1,2,1,2,3,5,1,5,1,2,4,3,3,5,3,3,3,If the taxpayers are asked to cover overspending then it would have a great negative impact,3,1,2,5,2,5,0
10224129078,7.75,2,4,Gold,Sports,USA,1,2,1,2,2,4,3,1,2,3,4,5,3,1,3,3,3,I don't know.,3,2,2,4,2,5,0
10224129491,2.83,2,5,Sports,Country, Running,2,1,1,2,1,2,3,1,3,2,4,5,3,1,2,3,4,Positive,3,3,4,2,2,3,0
10224142499,7.38,1,4,Diving,Track and field ,Opening ceremony ,3,1,1,2,5,5,4,5,1,2,3,4,3,1,3,3,4,Displacing people for no reason,3,2,2,3,2,3,0
10224145417,6.27,2,1,Intense,Competative,Hard,1,2,3,2,3,4,2,5,1,2,3,4,3,1,3,3,3,I didn't know this was happening until now but it sounds like it could have bad impacts. It could also bring in a lot of money from tourists. I need more information to answer this correctly. ,3,2,2,2,2,2,0
10224147015,9.08,2,1,competition,international,money,1,2,4,2,4,4,5,5,2,1,4,3,3,3,2,2,2,Negative impact for the people that live there and the California taxpayers if we have to cover overages.  The only positive impact I can think of is the status of hosting.,2,2,2,5,1,6,0
10224147059,3.67,1,1,Medals,Countries,Gymnast ,2,2,2,3,1,1,4,5,1,2,3,4,3,1,3,3,3,Probably everything that history has showed us. ,2,2,2,2,2,6,0
10224148655,5.57,2,1,international,boring,fair,1,1,5,2,5,5,3,5,1,2,3,4,3,1,2,3,2,extreme traffic,2,3,1,5,1,6,0
10224150233,4.5,1,1,Sports,Winter,Torch,2,2,4,2,5,5,5,5,1,3,2,4,3,1,3,3,3,Only bad,3,2,1,3,1,3,0
10224152592,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224152716,4.78,2,1,sports,,,1,3,3,3,3,2,1,5,3,1,4,2,3,2,3,3,3,not sure,3,3,4,5,1,8,0
10224154710,10.83,1,1,PLAYERS,STRONG ,FAST ,1,3,1,2,3,3,1,5,2,4,1,3,5,5,3,3,3,n/a,2,2,2,3,2,3,0
10224158268,5.95,2,3,Pole vault,100 yard dash,Pool,2,2,3,3,1,2,3,5,1,2,3,4,3,1,4,4,4,I believe LA and the state of California in general will receive a great deal of tourists during the games which will help contribute to the growing economy and help offset the cost of hosting the Olympics.,3,3,2,2,1,6,0
10224159429,4.6,2,3,Champions ,,,2,3,1,2,1,2,1,5,1,2,3,4,3,1,3,3,3,Don’t know ,3,3,3,3,2,6,0
10224165437,10.43,2,1,sports,competition,medals,2,2,1,2,1,3,1,5,1,2,4,3,2,4,3,2,3,"Displacement of homeless will be a problem. If LA builds up infrastructure to look good for the Olympics, that's a bonus for citizens. It's also good for the local economy, somewhat.",3,3,2,4,2,11,0
10224165744,6.05,2,1,Summer,Winter,Gymnastics ,1,2,1,2,1,3,1,5,1,3,2,4,3,4,5,5,5,More people ,3,3,4,4,2,3,0
10224178370,5.35,2,1,no interest,too jingoistic,meh,1,2,4,2,2,3,4,5,1,2,3,4,3,1,1,1,2,massive waste of public funds.,3,2,1,5,2,2,0
10224179016,4.93,1,2,America,USA,Torch,2,2,4,2,2,1,1,4,1,2,5,3,1,5,3,1,1,No change,3,3,2,4,1,5,0
10224183926,7.43,2,1,Skating,Skiing,Patriotism,1,2,1,2,5,4,1,1,4,2,3,5,3,4,3,3,3,Do not have an opinion,3,2,3,5,2,9,0
10224186912,6.1,1,1,Gymnastic,Fire,International ,1,2,1,2,5,5,5,5,1,3,2,4,3,1,3,3,3,"Traffic, rise in taxes and living spaces  ",2,1,1,2,2,2,0
10224194368,6.65,1,3,Friendly,Peaceful,Competition,3,1,2,2,4,5,1,5,3,1,2,4,3,1,3,3,3,Minimal impact,3,2,3,5,1,5,0
10224194923,4.18,1,1,Sports,Siwmming,Running,1,3,1,3,1,1,1,1,2,3,4,5,1,1,1,1,1,I don't know,1,2,1,4,2,2,0
10224198548,8.38,1,2,2020,Japan,Summer,2,2,2,1,3,3,3,1,2,3,4,5,4,4,4,4,3,Positive  Sports are good,5,4,5,2,1,6,0
10224200298,0.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224200559,3.4,1,1,Gymnastics ,Luge,Running ,1,2,5,2,5,5,5,,,,,,,,,,,,,,,,,,0
10224203396,6.68,2,3,Gymnastics,Bruce,Fit,1,2,5,2,5,5,4,5,1,3,2,4,3,2,1,1,1,"Possibility for higher tourist rates which can increase the economy in certain ways. However, it can be harmful as well",3,2,1,2,2,5,0
10224203417,6.43,2,1,Pagentry,Competition,Pride,2,2,4,2,5,4,1,5,3,1,4,2,2,3,3,3,2,"I would think it will clean up city and make more accesible public transportation to sites.  After I have no idea, but negative thought",3,2,2,4,2,5,0
10224207366,3.02,2,1,Sports,Cheering,Traditional ,1,2,1,2,5,5,1,2,1,3,5,4,1,1,1,1,1,Bad because LA will be poor,1,1,1,2,2,2,0
10224207592,5.95,2,1,Strong genetics ,Athletes ,Swim,1,2,1,2,3,5,1,3,1,,,2,1,1,1,1,1,Many will suffer. ,3,4,1,2,2,1,0
10224208275,8.02,1,1,rings,volleybal,synchronized swimming,1,2,1,2,5,5,1,5,1,2,4,3,3,4,2,2,2,Horrible impact.  LA is already overcrowded and expensive.,1,1,1,4,2,3,0
10224208860,3.78,1,2,athletic ,sports,crowds ,1,2,2,3,1,3,1,1,2,3,5,4,3,3,4,4,3,I don’t know much about the olympics ,4,4,4,2,2,3,0
10224209434,5.4,2,1,Medals,Sports,Athletic,1,2,1,2,5,5,1,5,2,3,1,4,3,3,3,3,3,Huge,2,4,1,3,2,2,0
10224213685,6.07,1,1,Tourch,Sports,Medals,2,2,3,2,4,4,1,5,1,2,3,4,3,1,4,3,3,Major expenditure,2,2,2,4,2,3,0
10224213901,13.82,2,5,America,Spectacle,Pride,1,2,1,2,1,1,3,5,2,1,4,3,4,1,4,4,3,I think the Games will bring a temporary increase in employment from the time of the bid until the close of the games. I also think it will force the city to prioritize infrastructure and transportation projects which will remain after the games. The only biggest negative to me would be the lasting debt if it isn't managed properly.,3,3,5,3,1,9,0
10224216299,11.4,2,2,Ice skating ,Gymnastics ,Swimming,1,1,2,2,2,4,4,4,1,3,2,5,0,1,3,3,3,,1,1,1,2,2,2,0
10224223930,0.13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224226765,2.73,1,4,Summer,Winter,Socer,2,2,3,2,2,3,2,2,3,1,5,4,2,3,3,2,3,I am not sure but surely the traffics going to be hell. What about the parking during olympic? Omg la is already the worst place with traffic. ,2,2,2,2,2,3,0
10224228424,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224230738,2.98,2,3,Fanfare,Gold,medalist,1,2,1,2,1,1,1,5,1,2,4,3,3,1,0,2,3,No impact,3,3,3,5,1,11,0
10224235476,3.35,1,2,Best,Strong,Competition,2,1,4,2,5,3,2,1,4,5,2,3,2,1,2,1,3,,,,,,,,0
10224236993,5.27,2,1,Fire,Athletes,Win,1,3,1,2,5,4,2,5,3,2,1,4,0,0,0,0,0,,2,3,1,3,2,11,0
10224238236,85.78,1,1,higher,faster,stronger,1,3,2,2,2,2,2,5,2,1,4,3,2,1,3,3,2,"more construction, congestion, and politicians self promoting",2,3,2,5,2,5,0
10224243708,9.1,2,1,Opening ceremonies ,Unity,Inclusion ,3,2,4,2,1,5,5,5,3,1,2,4,3,1,4,4,3,"It will shine an international light on LA & then the city will suffer, as other host cities have in the past",2,2,1,4,2,4,0
10224244145,0.07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10224244975,7.97,1,1,Countries,Opening,Sports ,1,2,2,2,5,5,1,5,2,3,1,4,3,1,2,1,3,I think there will be jobs before but it will cost a lot. Afterwards I think there's going to be an empty stadium and a waste of space ,2,2,2,2,1,7,0
10224245987,6.98,2,1,Excitement,Competition,Patriotism,1,2,5,2,5,5,5,5,1,2,3,4,3,1,3,3,2,Increase in rents and traffic.  Higher taxes to pay for budget overages.,2,2,1,5,2,4,0
10224246824,2.83,1,3,Running,Intresting to watch,Country,3,1,1,2,2,1,1,1,4,2,3,5,4,4,5,4,4,No impact,3,3,3,3,2,5,0
10224247616,4.03,1,1,Deporte,Medallas,Entrenadores,1,2,1,3,1,1,1,1,2,3,4,5,3,3,4,3,2,Ninguno,3,3,3,2,1,2,0
10224250514,3.53,2,1,chloe kim,gold,summer,1,2,2,2,4,5,5,5,1,3,2,4,2,1,3,3,2,It will cost residents and would be a bad idea. ,2,1,1,2,2,6,0
10224250700,5.13,2,3,Boring,Disinterested,Biased,1,1,5,2,1,1,1,5,3,1,4,2,1,5,2,3,1,"Huge taxpayer expenses, and traffic nightmares.",3,3,2,5,1,6,0
10224250816,13,2,2,Doping,IOC,Athlete ,2,2,5,2,5,5,5,5,2,4,1,3,1,1,1,1,1,"It will be a massive waste of hundreds of millions of dollars to put on essentially a non consequential sporting event. We would never tolerate this from any professional sports organization(NFL, NBA, etc.). Consider also the state-sponsored doping programs in countries like China and Russia and what they put their amateur athletes through and it begs the question why have the Olympics at all. The original purpose of the games has been hijacked by greed and corruption.",2,1,1,4,1,3,0
10224252284,2.7,2,3,Winter,Skiing,Hockey ,1,2,4,2,3,3,4,,,,,,,,,,,,,,,,,,0
10224252426,7.9,2,1,Medals,Countries,Fame,1,2,5,3,5,5,4,5,1,4,2,3,3,1,3,3,3,LA is already extremely crowded but the situation will worsen. The crowds will bring in tourist money but LA doesn't have the infrastructure to support that many people and the money won't go to the people who need it most in LA. ,3,2,2,2,2,2,0
